gene,transcripts,chromosome,position,strand,annotation source
ADM2,"ENST00000395737.1,ENST00000395738.2",chr22,50920068,+,GENCODE
ADM5,ENST00000420022.3,chr19,50191920,+,GENCODE
ADNP,ENST00000349014.3,chr20,49526327,-,GENCODE
ADNP,ENST00000371602.4,chr20,49520852,-,GENCODE
ADNP,ENST00000396029.3,chr20,49547749,-,GENCODE
ADNP,ENST00000396032.3,chr20,49547957,-,GENCODE
ADNP2,ENST00000262198.4,chr18,77866914,+,GENCODE
ADO,ENST00000373783.1,chr10,64564515,+,GENCODE
ADORA1,ENST00000309502.3,chr1,203059781,+,GENCODE
ADORA1,ENST00000337894.4,chr1,203096835,+,GENCODE
ADORA1,ENST00000367236.4,chr1,203096192,+,GENCODE
ADORA2A,ENST00000337539.7,chr22,24823529,+,GENCODE
ADORA2B,ENST00000304222.2,chr17,15848230,+,GENCODE
ADORA3,ENST00000241356.4,chr1,112046381,-,GENCODE
ADPGK,ENST00000311669.8,chr15,73076125,-,GENCODE
ADPRH,ENST00000357003.3,chr3,119298522,+,GENCODE
ADPRH,ENST00000465513.1,chr3,119300911,+,GENCODE
ADPRH,ENST00000478399.1,chr3,119298114,+,GENCODE
ADPRH,ENST00000478927.1,chr3,119298436,+,GENCODE
ADPRHL1,ENST00000375418.3,chr13,114107838,-,GENCODE
ADPRHL2,ENST00000373178.4,chr1,36554475,+,GENCODE
ADPRM,ENST00000379774.4,chr17,10600910,+,GENCODE
ADRA1A,ENST00000276393.4,chr8,26722921,-,GENCODE
ADRA1A,ENST00000380573.3,chr8,26724789,-,GENCODE
ADRA1B,ENST00000306675.3,chr5,159343789,+,GENCODE
ADRA1D,ENST00000379453.4,chr20,4229720,-,GENCODE
ADRA2A,ENST00000280155.2,chr10,112836789,+,GENCODE
ADRA2B,ENST00000409345.3,chr2,96781983,-,GENCODE
ADRA2C,ENST00000330055.5,chr4,3768124,+,GENCODE
ADRB1,ENST00000369295.2,chr10,115803805,+,GENCODE
ADRB2,ENST00000305988.4,chr5,148206155,+,GENCODE
ADRB3,ENST00000345060.3,chr8,37824482,-,GENCODE
ADRBK1,ENST00000308595.5,chr11,67033880,+,GENCODE
ADRBK2,ENST00000324198.6,chr22,25960815,+,GENCODE
ADRM1,ENST00000253003.2,chr20,60878060,+,GENCODE
ADSL,ENST00000216194.7,chr22,40742506,+,GENCODE
ADSS,ENST00000366535.3,chr1,244615435,-,GENCODE
ADSSL1,ENST00000330877.2,chr14,105190522,+,GENCODE
ADTRP,ENST00000414691.3,chr6,11779402,-,GENCODE
AEBP1,ENST00000223357.3,chr7,44143959,+,GENCODE
AEBP2,"ENST00000266508.9,ENST00000398864.3",chr12,19592619,+,GENCODE
AEN,ENST00000332810.3,chr15,89164526,+,GENCODE
AES,ENST00000327141.4,chr19,3062554,-,GENCODE
AFAP1,ENST00000358461.2,chr4,7941652,-,GENCODE
AFAP1,ENST00000360265.4,chr4,7874039,-,GENCODE
AFAP1L1,ENST00000296721.4,chr5,148651433,+,GENCODE
AFAP1L2,ENST00000304129.4,chr10,116164243,-,GENCODE
AFAP1L2,ENST00000369271.3,chr10,116164514,-,GENCODE
AFF1,ENST00000307808.6,chr4,87928139,+,GENCODE
AFF1,ENST00000395146.4,chr4,87856153,+,GENCODE
AFF2,ENST00000286437.5,chrX,147800614,+,GENCODE
AFF2,"ENST00000342251.3,ENST00000370457.5,ENST00000370460.2",chrX,147582167,+,GENCODE
AFF2,ENST00000370458.1,chrX,147582528,+,GENCODE
AFF3,ENST00000317233.4,chr2,100759036,-,GENCODE
AFF3,ENST00000409236.2,chr2,100721177,-,GENCODE
AFF4,ENST00000265343.5,chr5,132299325,-,GENCODE
AFG3L2,ENST00000269143.3,chr18,12377312,-,GENCODE
AFM,ENST00000226355.3,chr4,74347399,+,GENCODE
AFMID,"ENST00000327898.5,ENST00000409257.5",chr17,76183419,+,GENCODE
AFP,ENST00000395792.2,chr4,74301879,+,GENCODE
AFTPH,ENST00000238856.4,chr2,64751464,+,GENCODE
AGA,ENST00000264595.2,chr4,178363656,-,GENCODE
AGAP1,ENST00000336665.5,chr2,236402750,+,GENCODE
AGAP10,ENST00000413193.2,chr10,47239737,-,GENCODE
AGAP10,ENST00000452145.2,chr10,47213625,-,GENCODE
AGAP11,ENST00000444431.1,chr10,88752162,+,GENCODE
AGAP2,ENST00000547588.1,chr12,58132028,-,GENCODE
AGAP3,ENST00000397238.2,chr7,150783828,+,GENCODE
AGAP4,ENST00000448048.2,chr10,46342920,-,GENCODE
AGAP5,"ENST00000374094.4,ENST00000443782.2",chr10,75457595,-,GENCODE
AGAP6,ENST00000374056.4,chr10,51748077,+,GENCODE
AGAP7,ENST00000374095.5,chr10,51486326,-,GENCODE
AGAP9,ENST00000453919.1,chr10,48189611,+,GENCODE
AGAP9,ENST00000456984.2,chr10,48215835,+,GENCODE
AGBL1,ENST00000421325.2,chr15,86686952,+,GENCODE
AGBL1,ENST00000441037.2,chr15,86685226,+,GENCODE
AGBL2,"ENST00000298861.4,ENST00000357610.3",chr11,47736301,-,GENCODE
AGBL2,ENST00000525123.1,chr11,47736911,-,GENCODE
AGBL3,ENST00000436302.2,chr7,134671258,+,GENCODE
AGBL4,ENST00000371839.1,chr1,50489584,-,GENCODE
AGBL5,"ENST00000323064.8,ENST00000360131.4",chr2,27274546,+,GENCODE
AGER,ENST00000375076.4,chr6,32152100,-,GENCODE
AGFG1,ENST00000310078.8,chr2,228336877,+,GENCODE
AGFG1,ENST00000409171.1,chr2,228337087,+,GENCODE
AGFG2,ENST00000300176.4,chr7,100136847,+,GENCODE
AGGF1,ENST00000312916.7,chr5,76326209,+,GENCODE
AGK,ENST00000355413.4,chr7,141250988,+,GENCODE
AGL,"ENST00000294724.4,ENST00000370163.3,ENST00000370165.3",chr1,100316044,+,GENCODE
AGL,ENST00000361915.3,chr1,100315639,+,GENCODE
AGMAT,ENST00000375826.3,chr1,15911604,-,GENCODE
AGMO,ENST00000342526.3,chr7,15601639,-,GENCODE
AGO1,ENST00000373204.4,chr1,36348809,+,GENCODE
AGO2,ENST00000220592.5,chr8,141645717,-,GENCODE
AGO3,ENST00000373191.4,chr1,36396678,+,GENCODE
AGO4,ENST00000373210.3,chr1,36273772,+,GENCODE
AGPAT1,ENST00000336984.6,chr6,32145872,-,GENCODE
AGPAT1,ENST00000375104.2,chr6,32145101,-,GENCODE
AGPAT1,ENST00000375107.3,chr6,32143898,-,GENCODE
AGPAT1,ENST00000395496.1,chr6,32140891,-,GENCODE
AGPAT1,ENST00000395497.1,chr6,32145562,-,GENCODE
AGPAT1,ENST00000395499.1,chr6,32144856,-,GENCODE
AGPAT2,"ENST00000371696.2,ENST00000538402.1",chr9,139581860,-,GENCODE
AGPAT3,ENST00000291572.8,chr21,45285066,+,GENCODE
AGPAT3,ENST00000327505.2,chr21,45323771,+,GENCODE
AGPAT3,ENST00000398058.1,chr21,45366810,+,GENCODE
AGPAT3,ENST00000398061.1,chr21,45302424,+,GENCODE
AGPAT3,ENST00000398063.2,chr21,45344888,+,GENCODE
AGPAT3,ENST00000546158.1,chr21,45374428,+,GENCODE
AGPAT4,ENST00000320285.4,chr6,161695092,-,GENCODE
AGPAT5,ENST00000285518.6,chr8,6565877,+,GENCODE
AGPAT6,ENST00000396987.3,chr8,41435718,+,GENCODE
AGPAT9,ENST00000264409.4,chr4,84457563,+,GENCODE
AGPAT9,ENST00000395226.2,chr4,84457260,+,GENCODE
AGPS,ENST00000264167.4,chr2,178257371,+,GENCODE
AGR2,ENST00000419304.2,chr7,16844703,-,GENCODE
AGR3,ENST00000310398.2,chr7,16921610,-,GENCODE
AGRN,ENST00000379370.2,chr1,955502,+,GENCODE
AGRP,ENST00000290953.2,chr16,67517715,-,GENCODE
AGT,ENST00000366667.4,chr1,230850042,-,GENCODE
AGTPBP1,ENST00000376083.3,chr9,88356732,-,GENCODE
AGTR1,"ENST00000349243.3,ENST00000404754.2,ENST00000418473.2,ENST00000497524.1,ENST00000542281.1",chr3,148415649,+,GENCODE
AGTR1,ENST00000402260.1,chr3,148457584,+,GENCODE
AGTR1,"ENST00000461609.1,ENST00000474935.1,ENST00000475347.1",chr3,148447894,+,GENCODE
AGTR2,ENST00000371906.4,chrX,115301974,+,GENCODE
AGTRAP,ENST00000314340.5,chr1,11796211,+,GENCODE
AGXT,ENST00000307503.3,chr2,241807895,+,GENCODE
AGXT2,ENST00000231420.6,chr5,35048197,-,GENCODE
AHCTF1,"ENST00000326225.3,ENST00000366508.1,ENST00000391829.2",chr1,247094704,-,GENCODE
AHCY,ENST00000217426.2,chr20,32891153,-,GENCODE
AHCYL1,ENST00000369799.5,chr1,110527307,+,GENCODE
AHCYL2,"ENST00000325006.3,ENST00000446544.2",chr7,128864876,+,GENCODE
AHDC1,"ENST00000247087.5,ENST00000374011.2",chr1,27930121,-,GENCODE
AHI1,"ENST00000265602.6,ENST00000367800.4,ENST00000457866.2",chr6,135818899,-,GENCODE
AHNAK,"ENST00000257247.7,ENST00000378024.4",chr11,62314286,-,GENCODE
AHNAK2,ENST00000333244.5,chr14,105444693,-,GENCODE
AHR,ENST00000242057.4,chr7,17338245,+,GENCODE
AHRR,"ENST00000316418.5,ENST00000505113.1",chr5,304290,+,GENCODE
AHSA1,ENST00000216479.3,chr14,77924372,+,GENCODE
AHSA2,"ENST00000357022.2,ENST00000394457.3",chr2,61404607,+,GENCODE
AHSG,"ENST00000273784.5,ENST00000411641.2",chr3,186330782,+,GENCODE
AHSP,ENST00000302312.4,chr16,31539184,+,GENCODE
AICDA,ENST00000229335.6,chr12,8765466,-,GENCODE
AIDA,ENST00000340020.6,chr1,222885865,-,GENCODE
AIF1,ENST00000376059.3,chr6,31582960,+,GENCODE
AIF1L,ENST00000247291.3,chr9,133971928,+,GENCODE
AIFM1,ENST00000287295.3,chrX,129299860,-,GENCODE
AIFM2,ENST00000307864.1,chr10,71892689,-,GENCODE
AIFM2,ENST00000373248.1,chr10,71883857,-,GENCODE
AIFM3,ENST00000333607.6,chr22,21322089,+,GENCODE
AIFM3,ENST00000399163.2,chr22,21319450,+,GENCODE
AIFM3,ENST00000405089.1,chr22,21321542,+,GENCODE
AIG1,ENST00000357847.4,chr6,143382012,+,GENCODE
AIM1,ENST00000369066.3,chr6,106959729,+,GENCODE
AIM1L,ENST00000527815.1,chr1,26670575,-,GENCODE
AIM2,ENST00000368130.4,chr1,159046690,-,GENCODE
AIMP1,"ENST00000358008.3,ENST00000442366.1",chr4,107236809,+,GENCODE
AIMP2,ENST00000223029.3,chr7,6048875,+,GENCODE
AIP,ENST00000279146.3,chr11,67250511,+,GENCODE
AIPL1,"ENST00000250087.5,ENST00000381129.3,ENST00000570466.1,ENST00000574506.1,ENST00000576307.1,ENST00000576776.1",chr17,6338481,-,GENCODE
AIRE,ENST00000291582.5,chr21,45705762,+,GENCODE
AJAP1,ENST00000378190.3,chr1,4714791,+,GENCODE
AJAP1,ENST00000378191.4,chr1,4715104,+,GENCODE
AJUBA,ENST00000262713.2,chr14,23451850,-,GENCODE
AJUBA,ENST00000361265.4,chr14,23451546,-,GENCODE
AK1,ENST00000373156.1,chr9,130637285,-,GENCODE
AK1,ENST00000373176.1,chr9,130640021,-,GENCODE
AK2,ENST00000373449.2,chr1,33502470,-,GENCODE
AK3,ENST00000381809.3,chr9,4741317,-,GENCODE
AK4,ENST00000327299.7,chr1,65613885,+,GENCODE
AK4,ENST00000395334.2,chr1,65613512,+,GENCODE
AK4,ENST00000545314.1,chr1,65613231,+,GENCODE
AK5,ENST00000354567.2,chr1,77747735,+,GENCODE
AK7,ENST00000267584.4,chr14,96858447,+,GENCODE
AK8,ENST00000298545.3,chr9,135754163,-,GENCODE
AK9,ENST00000424296.2,chr6,110012414,-,GENCODE
AKAP1,ENST00000337714.3,chr17,55162550,+,GENCODE
AKAP1,ENST00000539273.1,chr17,55173938,+,GENCODE
AKAP1,ENST00000571629.1,chr17,55163074,+,GENCODE
AKAP1,ENST00000572557.1,chr17,55173204,+,GENCODE
AKAP10,ENST00000225737.6,chr17,19881149,-,GENCODE
AKAP11,ENST00000025301.2,chr13,42846288,+,GENCODE
AKAP12,ENST00000253332.1,chr6,151561508,+,GENCODE
AKAP12,ENST00000354675.6,chr6,151646822,+,GENCODE
AKAP12,ENST00000359755.5,chr6,151662820,+,GENCODE
AKAP12,ENST00000402676.2,chr6,151561133,+,GENCODE
AKAP13,"ENST00000361243.2,ENST00000394518.2",chr15,85923952,+,GENCODE
AKAP14,"ENST00000334356.2,ENST00000371422.1",chrX,119030155,+,GENCODE
AKAP14,"ENST00000371425.4,ENST00000371431.3,ENST00000394594.2",chrX,119029889,+,GENCODE
AKAP17A,ENST00000313871.3,chrX,1710485,+,GENCODE
AKAP2,ENST00000259318.7,chr9,112887780,+,GENCODE
AKAP2,ENST00000374525.1,chr9,112810975,+,GENCODE
AKAP2,ENST00000434623.2,chr9,112810877,+,GENCODE
AKAP2,"ENST00000510514.5,ENST00000555236.1",chr9,112542768,+,GENCODE
AKAP3,ENST00000228850.1,chr12,4754342,-,GENCODE
AKAP3,ENST00000545990.2,chr12,4758212,-,GENCODE
AKAP4,ENST00000376056.2,chrX,49965663,-,GENCODE
AKAP4,ENST00000376064.3,chrX,49965022,-,GENCODE
AKAP5,ENST00000320636.5,chr14,64933824,+,GENCODE
AKAP5,ENST00000394718.4,chr14,64932216,+,GENCODE
AKAP6,ENST00000280979.4,chr14,32798478,+,GENCODE
AKAP7,ENST00000431975.2,chr6,131456805,+,GENCODE
AKAP8,ENST00000269701.2,chr19,15490602,-,GENCODE
AKAP8L,ENST00000397410.5,chr19,15529864,-,GENCODE
AKAP9,ENST00000356239.3,chr7,91570180,+,GENCODE
AKIP1,"ENST00000309357.4,ENST00000309377.4",chr11,8932693,+,GENCODE
AKIP1,ENST00000534147.1,chr11,8932989,+,GENCODE
AKIRIN1,ENST00000432648.3,chr1,39456894,+,GENCODE
AKIRIN2,ENST00000257787.5,chr6,88411926,-,GENCODE
AKNA,ENST00000307564.4,chr9,117156684,-,GENCODE
AKNA,ENST00000374088.3,chr9,117150242,-,GENCODE
AKNAD1,ENST00000370001.3,chr1,109399715,-,GENCODE
AKR1A1,ENST00000351829.4,chr1,46016738,+,GENCODE
AKR1A1,ENST00000372070.3,chr1,46016214,+,GENCODE
AKR1B1,ENST00000285930.4,chr7,134143893,-,GENCODE
AKR1B10,ENST00000359579.4,chr7,134212343,+,GENCODE
AKR1B15,ENST00000423958.1,chr7,134250232,+,GENCODE
AKR1C1,ENST00000380872.4,chr10,5005444,+,GENCODE
AKR1C1,ENST00000434459.2,chr10,4934795,+,GENCODE
AKR1C2,ENST00000380753.4,chr10,5046214,-,GENCODE
AKR1C2,ENST00000407674.1,chr10,5060206,-,GENCODE
AKR1C3,ENST00000380554.3,chr10,5135984,+,GENCODE
AKR1C4,ENST00000263126.1,chr10,5238797,+,GENCODE
AKR1C4,ENST00000380448.1,chr10,5237425,+,GENCODE
AKR1D1,ENST00000242375.3,chr7,137761222,+,GENCODE
AKR1E2,ENST00000298375.7,chr10,4868445,+,GENCODE
AKR7A2,ENST00000235835.3,chr1,19638639,-,GENCODE
AKR7A3,ENST00000361640.4,chr1,19615743,-,GENCODE
AKT1,ENST00000349310.3,chr14,105262087,-,GENCODE
AKT1,ENST00000402615.2,chr14,105260864,-,GENCODE
AKT1,ENST00000407796.2,chr14,105262015,-,GENCODE
AKT1,"ENST00000554581.1,ENST00000554848.1",chr14,105260493,-,GENCODE
AKT1,ENST00000555528.1,chr14,105260036,-,GENCODE
AKT1S1,"ENST00000344175.5,ENST00000391834.2",chr19,50380586,-,GENCODE
AKT1S1,ENST00000391831.1,chr19,50379505,-,GENCODE
AKT1S1,ENST00000391832.3,chr19,50380535,-,GENCODE
AKT1S1,ENST00000391833.1,chr19,50378541,-,GENCODE
AKT2,ENST00000392038.2,chr19,40791301,-,GENCODE
AKT2,ENST00000424901.1,chr19,40771173,-,GENCODE
AKT3,ENST00000263826.5,chr1,244006552,-,GENCODE
AKT3,ENST00000366539.1,chr1,244013429,-,GENCODE
AKTIP,"ENST00000300245.4,ENST00000394657.7,ENST00000570004.1",chr16,53537150,-,GENCODE
ALAD,ENST00000409155.3,chr9,116163612,-,GENCODE
ALAS1,"ENST00000310271.2,ENST00000394965.2,ENST00000469224.1,ENST00000484952.1",chr3,52232129,+,GENCODE
ALAS2,ENST00000330807.5,chrX,55057496,-,GENCODE
ALB,ENST00000295897.4,chr4,74269955,+,GENCODE
ALCAM,ENST00000306107.5,chr3,105085752,+,GENCODE
ALDH16A1,ENST00000293350.4,chr19,49956425,+,GENCODE
ALDH18A1,"ENST00000371221.3,ENST00000371224.2",chr10,97416462,-,GENCODE
ALDH1A1,ENST00000297785.3,chr9,75567970,-,GENCODE
ALDH1A2,ENST00000249750.4,chr15,58358615,-,GENCODE
ALDH1A3,ENST00000329841.5,chr15,101419580,+,GENCODE
ALDH1B1,ENST00000377698.3,chr9,38392660,+,GENCODE
ALDH1L1,ENST00000393434.2,chr3,125899644,-,GENCODE
ALDH1L1,ENST00000472186.1,chr3,125898761,-,GENCODE
ALDH1L2,ENST00000258494.9,chr12,105478354,-,GENCODE
ALDH2,ENST00000261733.2,chr12,112204725,+,GENCODE
ALDH3A1,ENST00000225740.6,chr17,19651745,-,GENCODE
ALDH3A1,"ENST00000444455.1,ENST00000457500.2",chr17,19648847,-,GENCODE
ALDH3A2,"ENST00000339618.4,ENST00000581518.1",chr17,19552049,+,GENCODE
ALDH3B1,ENST00000007633.8,chr11,67777789,+,GENCODE
ALDH3B1,ENST00000539229.1,chr11,67776047,+,GENCODE
ALDH3B2,ENST00000349015.3,chr11,67442101,-,GENCODE
ALDH3B2,ENST00000530069.1,chr11,67448670,-,GENCODE
ALDH4A1,ENST00000290597.5,chr1,19229046,-,GENCODE
ALDH4A1,ENST00000375341.3,chr1,19229274,-,GENCODE
ALDH5A1,ENST00000357578.3,chr6,24495079,+,GENCODE
ALDH6A1,ENST00000553458.1,chr14,74551195,-,GENCODE
ALDH7A1,ENST00000409134.3,chr5,125931109,-,GENCODE
ALDH8A1,ENST00000265605.2,chr6,135271259,-,GENCODE
ALDH9A1,ENST00000354775.4,chr1,165668099,-,GENCODE
ALDOA,"ENST00000338110.5,ENST00000566897.1",chr16,30064428,+,GENCODE
ALDOA,ENST00000395240.3,chr16,30077097,+,GENCODE
ALDOA,ENST00000412304.2,chr16,30075817,+,GENCODE
ALDOA,"ENST00000563060.2,ENST00000569545.1",chr16,30075549,+,GENCODE
ALDOA,ENST00000564546.1,chr16,30076468,+,GENCODE
ALDOB,ENST00000374855.4,chr9,104198104,-,GENCODE
ALDOC,ENST00000226253.4,chr17,26904281,-,GENCODE
ALDOC,ENST00000395321.2,chr17,26903965,-,GENCODE
ALG1,ENST00000262374.5,chr16,5121819,+,GENCODE
ALG10,ENST00000266483.2,chr12,34175215,+,GENCODE
ALG10B,ENST00000308742.4,chr12,38710379,+,GENCODE
ALG11,ENST00000521508.1,chr13,52586549,+,GENCODE
ALG12,ENST00000330817.6,chr22,50312105,-,GENCODE
ALG13,"ENST00000251943.4,ENST00000371979.3",chrX,110924345,+,GENCODE
ALG14,ENST00000370205.5,chr1,95538500,-,GENCODE
ALG1L,ENST00000340333.3,chr3,125655881,-,GENCODE
ALG2,ENST00000476832.1,chr9,101984237,-,GENCODE
ALG3,ENST00000397676.3,chr3,183966758,-,GENCODE
ALG5,ENST00000239891.3,chr13,37573503,-,GENCODE
ALG6,ENST00000263440.4,chr1,63836440,+,GENCODE
ALG6,ENST00000371108.4,chr1,63833260,+,GENCODE
ALG8,ENST00000299626.5,chr11,77850705,-,GENCODE
ALG9,ENST00000524880.1,chr11,111750148,-,GENCODE
ALK,ENST00000389048.3,chr2,30144431,-,GENCODE
ALKBH1,ENST00000216489.3,chr14,78174362,-,GENCODE
ALKBH2,"ENST00000343075.3,ENST00000429722.2",chr12,109531269,-,GENCODE
ALKBH3,ENST00000302708.4,chr11,43902388,+,GENCODE
ALKBH4,ENST00000292566.3,chr7,102105322,-,GENCODE
ALKBH5,ENST00000399138.4,chr17,18087552,+,GENCODE
ALKBH6,"ENST00000378875.3,ENST00000486389.1",chr19,36505139,-,GENCODE
ALKBH7,ENST00000245812.3,chr19,6372443,+,GENCODE
ALKBH8,ENST00000389568.3,chr11,107436243,-,GENCODE
ALKBH8,"ENST00000417449.2,ENST00000428149.2",chr11,107436469,-,GENCODE
ALLC,ENST00000252505.3,chr2,3705784,+,GENCODE
ALMS1,"ENST00000264448.6,ENST00000377715.1,ENST00000409009.1",chr2,73612885,+,GENCODE
ALOX12,ENST00000251535.6,chr17,6899383,+,GENCODE
ALOX12B,ENST00000319144.4,chr17,7991020,-,GENCODE
ALOX15,ENST00000293761.3,chr17,4544959,-,GENCODE
ALOX15,ENST00000570836.1,chr17,4545588,-,GENCODE
ALOX15B,ENST00000380183.4,chr17,7942334,+,GENCODE
ALOX5,ENST00000374391.2,chr10,45869674,+,GENCODE
ALOX5AP,ENST00000380490.3,chr13,31309644,+,GENCODE
ALOXE3,ENST00000448843.2,chr17,8021830,-,GENCODE
ALPI,ENST00000295463.3,chr2,233320832,+,GENCODE
ALPK1,"ENST00000177648.9,ENST00000458497.1",chr4,113218511,+,GENCODE
ALPK2,ENST00000361673.3,chr18,56296188,-,GENCODE
ALPK3,ENST00000258888.5,chr15,85359910,+,GENCODE
ALPL,ENST00000374832.1,chr1,21877771,+,GENCODE
ALPL,"ENST00000374840.3,ENST00000540617.1",chr1,21835860,+,GENCODE
ALPL,ENST00000425315.2,chr1,21880574,+,GENCODE
ALPP,ENST00000392027.2,chr2,233243243,+,GENCODE
ALPPL2,ENST00000295453.3,chr2,233271552,+,GENCODE
ALS2,ENST00000264276.6,chr2,202645911,-,GENCODE
ALS2CL,"ENST00000318962.4,ENST00000415953.1",chr3,46735166,-,GENCODE
ALS2CR11,"ENST00000286195.3,ENST00000439140.1,ENST00000439802.1,ENST00000450242.1",chr2,202483892,-,GENCODE
ALS2CR12,"ENST00000392257.3,ENST00000439709.1",chr2,202222110,-,GENCODE
ALX1,ENST00000316824.3,chr12,85673884,+,GENCODE
ALX3,ENST00000369792.4,chr1,110613321,-,GENCODE
ALX4,ENST00000329255.3,chr11,44331715,-,GENCODE
ALYREF,ENST00000331204.4,chr17,79849461,-,GENCODE
AMACR,ENST00000335606.6,chr5,34008212,-,GENCODE
AMBN,ENST00000322937.6,chr4,71457972,+,GENCODE
AMBP,ENST00000265132.3,chr9,116840751,-,GENCODE
AMBRA1,ENST00000314845.3,chr11,46612913,-,GENCODE
AMD1,ENST00000368885.3,chr6,111195972,+,GENCODE
AMDHD1,ENST00000266736.2,chr12,96337070,+,GENCODE
AMDHD2,ENST00000293971.6,chr16,2570365,+,GENCODE
AMELX,ENST00000380714.3,chrX,11311532,+,GENCODE
AMELY,ENST00000215479.5,chrY,6742067,-,GENCODE
AMER1,ENST00000330258.3,chrX,63425623,-,GENCODE
AMER2,ENST00000357816.2,chr13,25746425,-,GENCODE
AMER2,ENST00000381853.3,chr13,25745856,-,GENCODE
AMER3,ENST00000321420.4,chr2,131513007,+,GENCODE
AMER3,ENST00000423981.1,chr2,131513863,+,GENCODE
AMFR,ENST00000290649.5,chr16,56459449,-,GENCODE
AMH,ENST00000221496.4,chr19,2249309,+,GENCODE
AMHR2,ENST00000257863.4,chr12,53817638,+,GENCODE
AMICA1,ENST00000356289.5,chr11,118095808,-,GENCODE
AMIGO1,"ENST00000369862.1,ENST00000369864.4",chr1,110052331,-,GENCODE
AMIGO2,"ENST00000266581.4,ENST00000429635.1",chr12,47473690,-,GENCODE
AMIGO2,"ENST00000321382.3,ENST00000550413.1",chr12,47473490,-,GENCODE
AMIGO3,ENST00000320431.7,chr3,49757127,-,GENCODE
AMIGO3,ENST00000535833.1,chr3,49761348,-,GENCODE
AMMECR1,ENST00000262844.5,chrX,109561466,-,GENCODE
AMMECR1L,ENST00000272647.5,chr2,128643495,-,GENCODE
AMMECR1L,ENST00000393001.1,chr2,128642433,-,GENCODE
AMN,ENST00000299155.5,chr14,103388992,+,GENCODE
AMN1,ENST00000281471.6,chr12,31882107,-,GENCODE
AMOT,ENST00000304758.1,chrX,112084042,-,GENCODE
AMOT,"ENST00000371958.1,ENST00000371962.1",chrX,112065787,-,GENCODE
AMOT,ENST00000371959.3,chrX,112066353,-,GENCODE
AMOT,ENST00000524145.1,chrX,112068355,-,GENCODE
AMOTL1,ENST00000433060.2,chr11,94501536,+,GENCODE
AMOTL2,"ENST00000422605.2,ENST00000513145.1",chr3,134093287,-,GENCODE
AMPD1,ENST00000353928.6,chr1,115238238,-,GENCODE
AMPD2,ENST00000256578.3,chr1,110163275,+,GENCODE
AMPD2,"ENST00000342115.4,ENST00000528667.1",chr1,110162482,+,GENCODE
AMPD3,ENST00000396553.2,chr11,10476866,+,GENCODE
AMPD3,ENST00000529507.1,chr11,10482686,+,GENCODE
AMPH,"ENST00000325590.5,ENST00000356264.2,ENST00000428293.2",chr7,38671068,-,GENCODE
AMT,ENST00000273588.3,chr3,49460185,-,GENCODE
AMTN,"ENST00000339336.4,ENST00000504451.1",chr4,71384278,+,GENCODE
AMY1A,ENST00000370083.4,chr1,104198376,+,GENCODE
AMY1B,"ENST00000330330.5,ENST00000370080.3",chr1,104238993,-,GENCODE
AMY1C,ENST00000370079.3,chr1,104293027,+,GENCODE
AMY2A,ENST00000414303.2,chr1,104159998,+,GENCODE
AMY2B,ENST00000361355.4,chr1,104097321,+,GENCODE
AMZ1,ENST00000312371.4,chr7,2719155,+,GENCODE
AMZ2,ENST00000359904.3,chr17,66243714,+,GENCODE
AMZ2,"ENST00000392720.2,ENST00000580753.1",chr17,66244179,+,GENCODE
AMZ2,ENST00000577866.1,chr17,66244644,+,GENCODE
AMZ2,ENST00000577985.1,chr17,66245340,+,GENCODE
ANAPC1,ENST00000341068.3,chr2,112642266,-,GENCODE
ANAPC10,"ENST00000309439.5,ENST00000451299.2,ENST00000507656.1",chr4,146019352,-,GENCODE
ANAPC11,"ENST00000344877.5,ENST00000571024.2,ENST00000571874.2,ENST00000572639.1,ENST00000572851.2,ENST00000574924.2,ENST00000577747.1,ENST00000578550.1,ENST00000579978.1",chr17,79849601,+,GENCODE
ANAPC11,ENST00000392376.3,chr17,79849813,+,GENCODE
ANAPC11,ENST00000571570.1,chr17,79848665,+,GENCODE
ANAPC11,ENST00000575195.2,chr17,79852173,+,GENCODE
ANAPC11,ENST00000583839.1,chr17,79849938,+,GENCODE
ANAPC13,"ENST00000354910.5,ENST00000510994.1,ENST00000514612.1",chr3,134204853,-,GENCODE
ANAPC13,ENST00000511751.1,chr3,134205557,-,GENCODE
ANAPC15,"ENST00000227618.4,ENST00000535234.1,ENST00000535503.1,ENST00000538393.1,ENST00000543587.1,ENST00000545680.1,ENST00000545944.1",chr11,71823803,-,GENCODE
ANAPC15,"ENST00000538919.1,ENST00000542531.1",chr11,71823300,-,GENCODE
ANAPC16,ENST00000299381.4,chr10,73975805,+,GENCODE
ANAPC2,ENST00000323927.2,chr9,140082988,-,GENCODE
ANAPC4,"ENST00000315368.3,ENST00000510092.1",chr4,25378874,+,GENCODE
ANAPC5,ENST00000261819.3,chr12,121790264,-,GENCODE
ANAPC7,"ENST00000450008.2,ENST00000455511.3",chr12,110841534,-,GENCODE
ANG,ENST00000336811.6,chr14,21152335,+,GENCODE
ANG,ENST00000397990.4,chr14,21156931,+,GENCODE
ANGEL1,ENST00000251089.2,chr14,77279282,-,GENCODE
ANGEL2,ENST00000366962.3,chr1,213189167,-,GENCODE
ANGPT1,"ENST00000297450.3,ENST00000517746.1",chr8,108510259,-,GENCODE
