Gene ID,TSS ID,Transcript ID,gene name,chromosome,strand,TSS source,primary TSS 5prime,primary TSS 3prime,secondary TSS 5prime,secondary TSS 3prime
LH00254,TSS1185,CUFF.1319.3,RP5-1198O20.4,chr1,+,"CAGE, robust peak",44496085,44496120,44496259,44496307
LH00255,TSS1186,ENST00000607988,RP5-1198O20.4,chr1,+,Annotation,44501798,44501798,44501798,44501798
LH00256,TSS1188,P1P2,RP5-1198O20.4,chr1,+,"CAGE, primary peaks",44509598,44509614,44509598,44509614
LH00257,TSS1189,P1P2,RP5-1198O20.4,chr1,+,"CAGE, primary peaks",44513995,44514031,44513995,44514031
LH00257,TSS1191,P1P2,RP5-1198O20.4,chr1,+,"CAGE, primary peaks",44514040,44514052,44514040,44514052
LH00258,TSS1192,ENST00000447959,RP5-1198O20.4,chr1,+,Annotation,44516787,44516787,44516787,44516787
LH00259,TSS1195,CUFF.1229.1,-,chr1,+,Annotation,44852174,44852174,44852174,44852174
LH00260,TSS1197,CUFF.1239.1,-,chr1,+,Annotation,45282505,45282505,45282505,45282505
LH00261,TSS1199,CUFF.1254.1,-,chr1,+,Annotation,45315422,45315422,45315422,45315422
LH00262,TSS1200,"CUFF.1257.2,CUFF.1257.3,CUFF.1257.4",-,chr1,+,CAGE permissive peak,45452351,45452352,45452484,45452497
LH00263,TSS1201,CUFF.1258.1,-,chr1,+,"CAGE, robust peak",45672369,45672374,45672397,45672442
LH00264,TSS1203,CUFF.1258.5,-,chr1,+,Annotation,45674973,45674973,45674973,45674973
LH00265,TSS1210,CUFF.1268.1,-,chr1,+,Annotation,46089147,46089147,46089147,46089147
LH00266,TSS1214,ENST00000452785,RP4-533D7.5,chr1,+,Annotation,46600203,46600203,46600203,46600203
LH00267,TSS1219,CUFF.1274.1,LINC00505,chr1,+,Annotation,46919570,46919570,46919570,46919570
LH00268,TSS1220,ENST00000455247,LINC00505,chr1,+,Annotation,46921495,46921495,46921495,46921495
LH00269,TSS1228,P1P2,EFCAB14-AS1,chr1,+,"CAGE, primary peaks",47139709,47139722,47139709,47139722
LH00270,TSS1229,CUFF.1295.6,EFCAB14-AS1,chr1,+,Annotation,47150368,47150368,47150368,47150368
LH00271,TSS1237,P1P2,LINC00853,chr1,+,"CAGE, primary peaks",47645007,47645026,47644956,47644972
LH00272,TSS1240,P1P2,RP1-18D14.7,chr1,+,"CAGE, primary peaks",47691358,47691360,47691358,47691360
LH00273,TSS1242,CUFF.1310.5,RP11-511I2.2,chr1,+,Annotation,47851382,47851382,47851382,47851382
LH00274,TSS1304,CUFF.1324.1,RP5-850O15.4,chr1,+,Annotation,50902059,50902059,50902059,50902059
LH00275,TSS1307,CUFF.1348.1,-,chr1,+,"CAGE, robust peak",51443156,51443180,51443156,51443180
LH00275,TSS1308,CUFF.1348.2,-,chr1,+,CAGE permissive peak,51443245,51443280,51443572,51443578
LH00276,TSS1315,CUFF.1358.1,-,chr1,+,Annotation,51745384,51745384,51745384,51745384
LH00277,TSS1317,CUFF.1359.1,-,chr1,+,Annotation,51751460,51751460,51751460,51751460
LH00278,TSS1319,P1P2,RP11-275F13.1,chr1,+,"CAGE, primary peaks",51795320,51795349,51795280,51795293
LH00279,TSS1323,P1P2,RP11-191G24.1,chr1,+,"CAGE, primary peaks",51983938,51983982,51983919,51983924
LH00279,TSS1324,P1P2,RP11-191G24.1,chr1,+,"CAGE, primary peaks",51983938,51983982,51983919,51983924
LH00280,TSS1325,"ENST00000588291,ENST00000586761",RP4-657D16.3,chr1,+,Annotation,52259647,52259647,52259647,52259647
LH00281,TSS1326,"ENST00000591675,CUFF.1399.4","RP4-657D16.3,RP4-657D16.6",chr1,+,Annotation,52260883,52260883,52260883,52260883
LH00282,TSS1329,ENST00000425802,RP11-91A18.4,chr1,+,"CAGE, robust peak",52499061,52499068,52499086,52499096
LH00283,TSS1330,ENST00000428794,TXNDC12-AS1,chr1,+,Annotation,52516590,52516590,52516590,52516590
LH00284,TSS1332,ENST00000606527,RP11-155O18.6,chr1,+,Annotation,52819159,52819159,52819159,52819159
LH00285,TSS1335,CUFF.1396.2,RP11-25O10.2,chr1,+,"CAGE, robust peak",53018606,53018649,53018606,53018649
LH00286,TSS1342,CUFF.1400.1,-,chr1,+,Annotation,53150122,53150122,53150122,53150122
LH00287,TSS1364,P1P2,RP5-1024G6.5,chr1,+,"CAGE, primary peaks",53704242,53704290,53704354,53704364
LH00288,TSS1365,CUFF.1408.2,RP4-784A16.1,chr1,+,Annotation,53733607,53733607,53733607,53733607
LH00289,TSS1369,P1P2,RP4-784A16.5,chr1,+,"CAGE, primary peaks",53793885,53793917,53793885,53793917
LH00290,TSS1380,CUFF.1416.3,-,chr1,+,Annotation,53989919,53989919,53989919,53989919
LH00291,TSS1384,CUFF.1433.1,RP4-758J24.5,chr1,+,Annotation,54491958,54491958,54491958,54491958
LH00292,TSS1388,CUFF.1424.1,-,chr1,+,Annotation,54630486,54630486,54630486,54630486
LH00293,TSS1389,CUFF.1428.1,-,chr1,+,Annotation,54641176,54641176,54641176,54641176
LH00294,TSS1390,CUFF.1429.1,-,chr1,+,Annotation,54642502,54642502,54642502,54642502
LH00295,TSS1399,CUFF.1436.1,-,chr1,+,Annotation,55221083,55221083,55221083,55221083
LH00296,TSS1402,P1P2,"RP11-67L3.5,RP11-67L3.4",chr1,+,"CAGE, primary peaks",55352248,55352260,55352479,55352497
LH00297,TSS1413,CUFF.1442.1,-,chr1,+,CAGE permissive peak,55680455,55680462,55680455,55680462
LH00298,TSS1414,P1P2,-,chr1,+,"CAGE, primary peaks",55681060,55681114,55681226,55681234
LH00299,TSS1444,CUFF.1450.1,-,chr1,+,Annotation,56902398,56902398,56902398,56902398
LH00300,TSS1447,CUFF.1449.1,-,chr1,+,Annotation,56956577,56956577,56956577,56956577
LH00301,TSS1495,CUFF.1466.1,-,chr1,+,Annotation,58877729,58877729,58877729,58877729
LH00302,TSS1496,CUFF.1470.1,-,chr1,+,Annotation,59007772,59007772,59007772,59007772
LH00303,TSS1510,P1P2,RP4-794H19.4,chr1,+,"CAGE, primary peaks",59486129,59486157,59486129,59486157
LH00303,TSS1511,P1P2,RP4-794H19.4,chr1,+,"CAGE, primary peaks",59486129,59486157,59486129,59486157
LH00304,TSS1546,"CUFF.1524.2,CUFF.1524.4",-,chr1,+,Annotation,62683023,62683023,62683023,62683023
LH00305,TSS1548,CUFF.1524.12,-,chr1,+,Annotation,62689649,62689649,62689649,62689649
LH00306,TSS1550,CUFF.1524.22,-,chr1,+,Annotation,62693050,62693050,62693050,62693050
LH00307,TSS1555,CUFF.1528.1,-,chr1,+,Annotation,62948516,62948516,62948516,62948516
LH00308,TSS1556,CUFF.1529.1,-,chr1,+,Annotation,62949545,62949545,62949545,62949545
LH00309,TSS1576,ENST00000449140,RP11-335E6.3,chr1,+,Annotation,63715591,63715591,63715591,63715591
LH00310,TSS1577,CUFF.1546.1,RP4-792G4.2,chr1,+,Annotation,63784796,63784796,63784796,63784796
LH00311,TSS1589,CUFF.1611.3,RP4-535B20.1,chr1,+,Annotation,65517341,65517341,65517341,65517341
LH00312,TSS1595,ENST00000429871,RP4-630A11.3,chr1,+,Annotation,65952089,65952089,65952089,65952089
LH00313,TSS1609,CUFF.1604.1,-,chr1,+,Annotation,67880951,67880951,67880951,67880951
LH00314,TSS1623,CUFF.1630.3,-,chr1,+,Annotation,68221672,68221672,68221672,68221672
LH00315,TSS1625,CUFF.1725.4,GNG12-AS1,chr1,+,Annotation,68297416,68297416,68297416,68297416
LH00316,TSS1635,CUFF.1664.11,-,chr1,+,Annotation,68851510,68851510,68851510,68851510
LH00317,TSS1636,CUFF.1664.12,RP4-694A7.2,chr1,+,Annotation,68883413,68883413,68883413,68883413
LH00318,TSS1637,ENST00000425820,RP4-694A7.2,chr1,+,Annotation,68944812,68944812,68944812,68944812
LH00319,TSS1639,P1P2,RP4-694A7.4,chr1,+,"CAGE, primary peaks",68962353,68962382,68962353,68962382
LH00320,TSS1646,CUFF.1741.2,-,chr1,+,Annotation,69672990,69672990,69672990,69672990
LH00321,TSS1651,CUFF.1637.1,-,chr1,+,Annotation,70017400,70017400,70017400,70017400
LH00322,TSS1652,CUFF.1637.4,-,chr1,+,Annotation,70017525,70017525,70017525,70017525
LH00323,TSS1654,ENST00000607679,RP11-42O15.3,chr1,+,Annotation,70910754,70910754,70910754,70910754
LH00324,TSS1674,CUFF.1655.4,ZRANB2-AS1,chr1,+,Annotation,71517698,71517698,71517698,71517698
LH00325,TSS1677,ENST00000415780,ZRANB2-AS2,chr1,+,Annotation,71558813,71558813,71558813,71558813
LH00326,TSS1686,ENST00000446438,RP11-82L20.1,chr1,+,Annotation,72036639,72036639,72036639,72036639
LH00327,TSS1751,CUFF.1735.1,-,chr1,+,Annotation,78076745,78076745,78076745,78076745
LH00328,TSS1752,CUFF.1733.1,-,chr1,+,Annotation,78149356,78149356,78149356,78149356
LH00329,TSS1770,"CUFF.1829.2,CUFF.1829.1",-,chr1,+,Annotation,79954320,79954320,79954320,79954320
LH00330,TSS1787,CUFF.1780.1,-,chr1,+,Annotation,81705909,81705909,81705909,81705909
LH00331,TSS1805,CUFF.2159.12,RP4-601K24.1,chr1,+,Annotation,83608749,83608749,83608749,83608749
LH00332,TSS1821,"CUFF.1865.2,CUFF.1865.5",RP11-475O6.1,chr1,+,Annotation,83982273,83982273,83982273,83982273
LH00333,TSS1822,CUFF.1865.9,-,chr1,+,Annotation,83982430,83982430,83982430,83982430
LH00334,TSS1834,CUFF.1807.1,-,chr1,+,CAGE permissive peak,85156288,85156303,85156513,85156521
LH00335,TSS1842,CUFF.1819.1,-,chr1,+,Annotation,85618177,85618177,85618177,85618177
LH00336,TSS1848,CUFF.1838.1,-,chr1,+,Annotation,85739701,85739701,85739701,85739701
LH00337,TSS1849,P1P2,RP11-131L23.1,chr1,+,"CAGE, primary peaks",85742443,85742462,85742270,85742309
LH00338,TSS1853,ENST00000610230,RP11-131L23.2,chr1,+,Annotation,85932978,85932978,85932978,85932978
LH00339,TSS1911,CUFF.1893.1,-,chr1,+,Annotation,89381839,89381839,89381839,89381839
LH00340,TSS1912,CUFF.1894.1,-,chr1,+,Annotation,89459548,89459548,89459548,89459548
LH00341,TSS1935,TUCPT_00000056,GEMIN8P4-ASTUCP1,chr1,+,Annotation,90452428,90452428,90452428,90452428
LH00342,TSS1940,CUFF.2025.7,-,chr1,+,Annotation,90685003,90685003,90685003,90685003
LH00343,TSS1965,"CUFF.1940.1,CUFF.1940.2",-,chr1,+,Annotation,91852777,91852777,91852777,91852777
LH00344,TSS1970,CUFF.1945.1,-,chr1,+,Annotation,92198288,92198288,92198288,92198288
LH00345,TSS1976,CUFF.1950.1,-,chr1,+,Annotation,93309789,93309789,93309789,93309789
LH00346,TSS1981,CUFF.2108.1,RP4-717I23.3,chr1,+,Annotation,93795119,93795119,93795119,93795119
LH00347,TSS1982,CUFF.2108.2,RP4-717I23.3,chr1,+,Annotation,93796850,93796850,93796850,93796850
LH00348,TSS1985,CUFF.1969.1,-,chr1,+,Annotation,94026236,94026236,94026236,94026236
LH00349,TSS1986,CUFF.1975.1,-,chr1,+,Annotation,94039811,94039811,94039811,94039811
LH00350,TSS1991,P1P2,RP5-1033H22.2,chr1,+,"CAGE, primary peaks",94057805,94057810,94057693,94057695
LH00351,TSS1992,P1P2,RP5-1033H22.2,chr1,+,"CAGE, primary peaks",94059950,94059952,94059950,94059952
LH00352,TSS1993,CUFF.2019.44,-,chr1,+,Annotation,94158494,94158494,94158494,94158494
LH00353,TSS1998,P1P2,RP4-561L24.3,chr1,+,"CAGE, primary peaks",94312820,94312848,94312820,94312848
LH00354,TSS2000,CUFF.1977.1,-,chr1,+,Annotation,94374924,94374924,94374924,94374924
LH00355,TSS2015,CUFF.1990.1,-,chr1,+,Annotation,94626927,94626927,94626927,94626927
LH00356,TSS2016,CUFF.1990.2,-,chr1,+,Annotation,94629285,94629285,94629285,94629285
LH00357,TSS2017,CUFF.1990.3,-,chr1,+,Annotation,94631927,94631927,94631927,94631927
LH00358,TSS2018,CUFF.1990.4,-,chr1,+,Annotation,94634204,94634204,94634204,94634204
LH00359,TSS2037,P1P2,LINC01057,chr1,+,"CAGE, primary peaks",95143530,95143541,95143530,95143541
LH00360,TSS2040,P1P2,RP4-639F20.1,chr1,+,"CAGE, primary peaks",95392939,95392974,95392939,95392974
LH00361,TSS2043,P1P2,RP4-639F20.1,chr1,+,"CAGE, primary peaks",95393465,95393497,95393603,95393637
LH00362,TSS2045,CUFF.2001.1,-,chr1,+,Annotation,95446916,95446916,95446916,95446916
LH00363,TSS2093,ENST00000422980,DPYD-AS1,chr1,+,Annotation,97561479,97561479,97561479,97561479
LH00364,TSS2120,"CUFF.2053.1,CUFF.2053.2",-,chr1,+,Annotation,100168846,100168846,100168846,100168846
LH00365,TSS2121,CUFF.2053.3,-,chr1,+,Annotation,100172800,100172800,100172800,100172800
LH00366,TSS2126,ENST00000564623,RP4-714D9.5,chr1,+,Annotation,100496122,100496122,100496122,100496122
LH00367,TSS2128,CUFF.2071.1,-,chr1,+,Annotation,100791236,100791236,100791236,100791236
LH00368,TSS2138,ENST00000609247,RP4-549L20.3,chr1,+,CAGE permissive peak,101360292,101360330,101360598,101360602
LH00369,TSS2141,ENST00000414686,RP11-421L21.2,chr1,+,Annotation,101461029,101461029,101461029,101461029
LH00370,TSS2142,P1P2,RP11-421L21.3,chr1,+,"CAGE, primary peaks",101491406,101491471,101491406,101491471
LH00371,TSS2145,ENST00000451213,RP11-421L21.3,chr1,+,Annotation,101548010,101548010,101548010,101548010
LH00372,TSS2164,CUFF.2109.3,RP11-411H5.1,chr1,+,Annotation,102065776,102065776,102065776,102065776
LH00373,TSS2178,CUFF.2145.1,-,chr1,+,Annotation,103379945,103379945,103379945,103379945
LH00374,TSS2208,CUFF.2148.1,-,chr1,+,Annotation,106759009,106759009,106759009,106759009
LH00375,TSS2209,CUFF.2183.1,-,chr1,+,Annotation,106794639,106794639,106794639,106794639
LH00376,TSS2212,CUFF.2188.2,-,chr1,+,Annotation,107066922,107066922,107066922,107066922
LH00377,TSS2213,CUFF.2188.5,-,chr1,+,Annotation,107073566,107073566,107073566,107073566
LH00378,TSS2214,CUFF.2188.7,-,chr1,+,Annotation,107240934,107240934,107240934,107240934
LH00379,TSS2217,P1P2,RP11-233E12.1,chr1,+,"CAGE, primary peaks",107360859,107360870,107360882,107360889
LH00380,TSS2218,CUFF.2168.7,-,chr1,+,Annotation,107420231,107420231,107420231,107420231
LH00381,TSS2234,CUFF.2203.1,-,chr1,+,Annotation,108670973,108670973,108670973,108670973
LH00382,TSS2235,CUFF.2206.1,RP11-483I13.5,chr1,+,Annotation,108738263,108738263,108738263,108738263
LH00383,TSS2236,P1,RP11-483I13.5,chr1,+,"CAGE, primary peaks",108742535,108742553,108742535,108742553
LH00383,TSS2236,P2,RP11-483I13.5,chr1,+,"CAGE, primary peaks",108742112,108742156,108742112,108742156
LH00384,TSS2239,CUFF.2217.1,-,chr1,+,CAGE permissive peak,109203689,109203696,109203715,109203724
LH00385,TSS2251,"CUFF.2213.1,CUFF.2213.2",-,chr1,+,Annotation,109605709,109605709,109605709,109605709
LH00386,TSS2252,P1P2,SCARNA2,chr1,+,"CAGE, primary peaks",109642799,109642834,109642840,109642861
LH00387,TSS2259,ENST00000436416,RP5-1160K1.3,chr1,+,Annotation,110138847,110138847,110138847,110138847
LH00388,TSS2262,P1P2,RP4-735C1.4,chr1,+,"CAGE, primary peaks",110268412,110268425,110268412,110268425
LH00389,TSS2265,P1P2,RP4-735C1.6,chr1,+,"CAGE, primary peaks",110370928,110370941,110370928,110370941
LH00390,TSS2267,P1P2,RP11-195M16.3,chr1,+,"CAGE, primary peaks",110438789,110438831,110438789,110438831
LH00391,TSS2269,CUFF.2246.2,RP4-773N10.4,chr1,+,Annotation,110600962,110600962,110600962,110600962
LH00392,TSS2272,CUFF.2253.4,RP4-773N10.6,chr1,+,Annotation,110624852,110624852,110624852,110624852
LH00393,TSS2273,P1P2,RP4-773N10.6,chr1,+,"CAGE, primary peaks",110625307,110625328,110625257,110625270
LH00394,TSS2280,ENST00000609909,RP5-1074L1.4,chr1,+,Annotation,110912776,110912776,110912776,110912776
LH00395,TSS2282,P1,LAMTOR5-AS1,chr1,+,"CAGE, primary peaks",110950392,110950477,110950392,110950477
LH00395,TSS2282,P2,LAMTOR5-AS1,chr1,+,"CAGE, primary peaks",110949974,110949978,110949974,110949978
LH00396,TSS2284,ENST00000608253,LAMTOR5-AS1,chr1,+,Annotation,110950999,110950999,110950999,110950999
LH00397,TSS2287,ENST00000609653,LAMTOR5-AS1,chr1,+,Annotation,110954637,110954637,110954637,110954637
LH00398,TSS2289,P1P2,LAMTOR5-AS1,chr1,+,"CAGE, primary peaks",110955563,110955564,110955563,110955564
LH00399,TSS2291,ENST00000599202,LAMTOR5-AS1,chr1,+,Annotation,110958685,110958685,110958685,110958685
LH00400,TSS2312,CUFF.2288.2,RP11-96K19.2,chr1,+,Annotation,111485818,111485818,111485818,111485818
LH00401,TSS2314,ENST00000609118,RP11-96K19.5,chr1,+,CAGE permissive peak,111505923,111505927,111505975,111506009
LH00402,TSS2318,CUFF.2280.1,-,chr1,+,Annotation,111986929,111986929,111986929,111986929
LH00403,TSS2320,CUFF.2281.1,-,chr1,+,Annotation,112262243,112262243,112262243,112262243
LH00404,TSS2322,P1P2,FAM212B-AS1,chr1,+,"CAGE, primary peaks",112282444,112282464,112282528,112282545
LH00405,TSS2338,CUFF.2306.5,-,chr1,+,Annotation,113351132,113351132,113351132,113351132
LH00406,TSS2340,CUFF.2339.1,RP11-426L16.8,chr1,+,Annotation,113361909,113361909,113361909,113361909
LH00407,TSS2343,P1P2,SLC16A1-AS1,chr1,+,"CAGE, primary peaks",113498993,113499099,113498943,113498962
LH00407,TSS2344,P1P2,SLC16A1-AS1,chr1,+,"CAGE, primary peaks",113499115,113499126,113499219,113499248
LH00408,TSS2346,CUFF.2374.16,RP11-389O22.1,chr1,+,Annotation,113566108,113566108,113566108,113566108
LH00409,TSS2347,ENST00000451149,RP11-389O22.1,chr1,+,Annotation,113576295,113576295,113576295,113576295
LH00410,TSS2349,CUFF.2382.1,RP11-31F15.2,chr1,+,Annotation,113577568,113577568,113577568,113577568
LH00411,TSS2350,CUFF.2312.1,-,chr1,+,Annotation,113673733,113673733,113673733,113673733
LH00412,TSS2357,CUFF.2329.1,-,chr1,+,Annotation,114383277,114383277,114383277,114383277
LH00413,TSS2359,ENST00000419536,AP4B1-AS1,chr1,+,Annotation,114399257,114399257,114399257,114399257
LH00414,TSS2361,CUFF.2320.2,-,chr1,+,Annotation,114574662,114574662,114574662,114574662
LH00415,TSS2363,CUFF.2321.1,-,chr1,+,"CAGE, robust peak",114695144,114695184,114695144,114695184
LH00416,TSS2369,CUFF.2325.4,-,chr1,+,Annotation,115056406,115056406,115056406,115056406
LH00417,TSS2370,CUFF.2326.1,-,chr1,+,Annotation,115105836,115105836,115105836,115105836
LH00418,TSS2371,CUFF.2326.2,-,chr1,+,Annotation,115106567,115106567,115106567,115106567
LH00419,TSS2373,CUFF.2334.1,-,chr1,+,Annotation,115142977,115142977,115142977,115142977
LH00420,TSS2411,CUFF.2440.2,RP5-1086K13.1,chr1,+,Annotation,117029697,117029697,117029697,117029697
LH00421,TSS2414,CUFF.2370.1,-,chr1,+,Annotation,117057377,117057377,117057377,117057377
LH00422,TSS2415,CUFF.2370.2,-,chr1,+,Annotation,117057495,117057495,117057495,117057495
LH00423,TSS2416,CUFF.2389.1,-,chr1,+,Annotation,117072817,117072817,117072817,117072817
LH00424,TSS2417,CUFF.2389.5,-,chr1,+,Annotation,117072974,117072974,117072974,117072974
LH00425,TSS2428,CUFF.2395.1,-,chr1,+,Annotation,117647169,117647169,117647169,117647169
LH00426,TSS2439,CUFF.2428.2,-,chr1,+,Annotation,118302303,118302303,118302303,118302303
LH00427,TSS2440,CUFF.2428.4,-,chr1,+,Annotation,118302469,118302469,118302469,118302469
LH00428,TSS2442,CUFF.2429.2,-,chr1,+,Annotation,118353291,118353291,118353291,118353291
LH00429,TSS2444,CUFF.2432.1,-,chr1,+,Annotation,118382198,118382198,118382198,118382198
LH00430,TSS2467,P1P2,RP11-418J17.1,chr1,+,"CAGE, primary peaks",119683002,119683047,119683128,119683137
LH00431,TSS2468,P1P2,RP11-418J17.1,chr1,+,"CAGE, primary peaks",119683322,119683329,119683339,119683375
LH00432,TSS2469,P1P2,RP11-418J17.1,chr1,+,"CAGE, primary peaks",119689359,119689394,119689359,119689394
LH00433,TSS2476,CUFF.2442.1,-,chr1,+,Annotation,120116177,120116177,120116177,120116177
LH00434,TSS2482,CUFF.2448.1,-,chr1,+,Annotation,120388521,120388521,120388521,120388521
LH00435,TSS2490,P1P2,RP11-439A17.10,chr1,+,"CAGE, primary peaks",120906301,120906302,120906301,120906302
LH00436,TSS2491,CUFF.2490.1,RP11-439A17.9,chr1,+,Annotation,120921197,120921197,120921197,120921197
LH00437,TSS2495,CUFF.2497.5,RP11-343N15.5,chr1,+,Annotation,121131031,121131031,121131031,121131031
LH00438,TSS2496,ENST00000602412,RP11-343N15.5,chr1,+,Annotation,121133256,121133256,121133256,121133256
LH00439,TSS2504,CUFF.2466.1,-,chr1,+,Annotation,121359853,121359853,121359853,121359853
LH00440,TSS2505,CUFF.2469.1,-,chr1,+,Annotation,121482622,121482622,121482622,121482622
LH00441,TSS2507,CUFF.2473.3,-,chr1,+,Annotation,121484421,121484421,121484421,121484421
LH00442,TSS2511,P1P2,RP11-417J8.3,chr1,+,"CAGE, primary peaks",142618775,142618816,142618775,142618816
LH00442,TSS2512,P1P2,RP11-417J8.3,chr1,+,"CAGE, primary peaks",142618775,142618816,142618775,142618816
LH00443,TSS2515,CUFF.2516.1,-,chr1,+,Annotation,142830960,142830960,142830960,142830960
LH00444,TSS2516,CUFF.2516.2,-,chr1,+,Annotation,142832989,142832989,142832989,142832989
LH00445,TSS2518,"CUFF.2664.1,CUFF.2664.3",RP11-782C8.1,chr1,+,Annotation,143118593,143118593,143118593,143118593
LH00446,TSS2519,"CUFF.2664.7,CUFF.2664.10,CUFF.2664.16,ENST00000447407,ENST00000428930,CUFF.2664.14",RP11-782C8.1,chr1,+,Annotation,143119061,143119061,143119061,143119061
LH00447,TSS2520,CUFF.2664.21,RP11-782C8.3,chr1,+,Annotation,143122531,143122531,143122531,143122531
LH00448,TSS2525,CUFF.2797.2,RP11-435B5.3,chr1,+,Annotation,143283166,143283166,143283166,143283166
LH00449,TSS2526,"CUFF.2797.10,CUFF.2797.15",RP11-435B5.3,chr1,+,Annotation,143347958,143347958,143347958,143347958
LH00450,TSS2527,ENST00000421330,RP11-435B5.3,chr1,+,Annotation,143348830,143348830,143348830,143348830
LH00451,TSS2530,ENST00000442663,RP11-435B5.3,chr1,+,Annotation,143361991,143361991,143361991,143361991
LH00452,TSS2532,ENST00000423394,RP11-435B5.5,chr1,+,Annotation,143378736,143378736,143378736,143378736
LH00453,TSS2534,"ENST00000412492,ENST00000458155",RP11-435B5.5,chr1,+,Annotation,143391547,143391547,143391547,143391547
LH00454,TSS2536,ENST00000431700,RP11-435B5.5,chr1,+,Annotation,143394151,143394151,143394151,143394151
LH00455,TSS2537,CUFF.2797.46,RP11-435B5.5,chr1,+,Annotation,143397671,143397671,143397671,143397671
LH00456,TSS2548,CUFF.2494.3,-,chr1,+,Annotation,143872408,143872408,143872408,143872408
LH00457,TSS2555,ENST00000532137,RP4-791M13.4,chr1,+,Annotation,144858174,144858174,144858174,144858174
LH00458,TSS2556,"CUFF.2505.1,ENST00000531288",RP4-791M13.5,chr1,+,Annotation,144874908,144874908,144874908,144874908
LH00459,TSS2557,CUFF.2506.1,-,chr1,+,Annotation,144923782,144923782,144923782,144923782
LH00460,TSS2560,CUFF.2513.7,RP11-326G21.1,chr1,+,Annotation,145004217,145004217,145004217,145004217
LH00461,TSS2561,ENST00000610119,RP11-326G21.1,chr1,+,Annotation,145018395,145018395,145018395,145018395
LH00462,TSS2564,P1P2,SEC22B,chr1,+,"CAGE, primary peaks",145096387,145096477,145096480,145096513
LH00462,TSS2565,P1P2,SEC22B,chr1,+,"CAGE, primary peaks",145096387,145096477,145096480,145096513
LH00463,TSS2575,"CUFF.2525.1,CUFF.2525.2",-,chr1,+,Annotation,145589673,145589673,145589673,145589673
LH00464,TSS2577,ENST00000437377,WI2-925H4.1,chr1,+,Annotation,145827205,145827205,145827205,145827205
LH00465,TSS2581,P1P2,RP11-337C18.8,chr1,+,"CAGE, primary peaks",146644281,146644367,146644091,146644131
LH00466,TSS2582,P1P2,RP11-337C18.10,chr1,+,"CAGE, primary peaks",146644930,146644980,146644930,146644980
LH00467,TSS2584,ENST00000606152,RP11-337C18.9,chr1,+,Annotation,146647181,146647181,146647181,146647181
LH00468,TSS2591,CUFF.2548.1,-,chr1,+,Annotation,147114049,147114049,147114049,147114049
LH00469,TSS2599,ENST00000428911,RP11-433J22.2,chr1,+,Annotation,147229426,147229426,147229426,147229426
