study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	experiment_title	study_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	sample_alias	sample_title
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019072	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_1060_h1_r2ab	1073821115	64452d30ecf0776b8750c9cdc811f580	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019072/SRR019072.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019072/SRR019072.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019072/SRR019072.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006240	SRR019073	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2b	methylC-seq_3013_h1_r2b_1b	1052396774	075b0b8d5901e453d5edd7d57679284e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019073/SRR019073.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019073/SRR019073.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019073/SRR019073.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006240	SRR019074	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2b	methylC-seq_3013_h1_r2b_2b	1103021406	de2d786cb26841b1c2a09dde06222d04	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019074/SRR019074.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019074/SRR019074.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019074/SRR019074.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006240	SRR019075	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2b	methylC-seq_3013_h1_r2b_3b	1108621921	ae813238dc0f6518fc79d117e28a2814	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019075/SRR019075.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019075/SRR019075.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019075/SRR019075.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006240	SRR019076	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2b	methylC-seq_3013_h1_r2b_4b	1080120306	9e37fa2af9f6c0d390b0701471260996	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019076/SRR019076.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019076/SRR019076.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019076/SRR019076.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006240	SRR019077	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2b	methylC-seq_3013_h1_r2b_5b	1102819844	c9a7de4a50674fa967f2019ea1d516ce	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019077/SRR019077.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019077/SRR019077.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019077/SRR019077.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006240	SRR019078	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2b	methylC-seq_3013_h1_r2b_6b	1094693086	2b19381ea2a9b6105e3f2fcca81f5f6b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019078/SRR019078.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019078/SRR019078.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019078/SRR019078.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006240	SRR019079	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2b	methylC-seq_3013_h1_r2b_7b	1066860407	80b35cf24c190969c6a71569189713f9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019079/SRR019079.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019079/SRR019079.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019079/SRR019079.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019080	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_1063_h1_r2a_1b	943038253	ec1c24c87072e014e38554b29b430a5f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019080/SRR019080.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019080/SRR019080.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019080/SRR019080.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019081	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_1063_h1_r2a_2b	944185929	6472f46041a1ce2d6a5e9eb795eedbcb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019081/SRR019081.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019081/SRR019081.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019081/SRR019081.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019082	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_1063_h1_r2a_3b	961299590	fe7c77ee7276a2fde4d0a303a5c7a46f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019082/SRR019082.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019082/SRR019082.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019082/SRR019082.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019083	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_1063_h1_r2a_4b	952614250	7c766ec571159f95503d0e132085d12d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019083/SRR019083.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019083/SRR019083.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019083/SRR019083.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019084	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_1063_h1_r2a_5b	960802554	5738dff013eaf06d52d4b76de1d567dc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019084/SRR019084.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019084/SRR019084.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019084/SRR019084.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019085	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_1063_h1_r2a_6b	968855315	6b21c257949b8a95e657919502f6be83	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019085/SRR019085.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019085/SRR019085.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019085/SRR019085.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019086	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_1063_h1_r2a_7b	971032481	4617839d4b78c90e462e69f5eeac9aed	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019086/SRR019086.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019086/SRR019086.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019086/SRR019086.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006240	SRR019087	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2b	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2b	methylC-seq_2024_h1_r2bb	1039974932	8889cfd7b848ea0264cda688b6a7caf0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019087/SRR019087.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019087/SRR019087.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019087/SRR019087.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019088	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3015_h1_r2a_1b	1225611434	bf4db831f69574b568685c0090a5a4ee	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019088/SRR019088.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019088/SRR019088.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019088/SRR019088.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019089	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3015_h1_r2a_2b	1292162812	361ed2708585468b3e0dfecc4153a8c2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019089/SRR019089.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019089/SRR019089.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019089/SRR019089.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019090	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3015_h1_r2a_3b	1273259785	734816835da54cbcbf4582c91f0d06c4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019090/SRR019090.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019090/SRR019090.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019090/SRR019090.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019091	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3015_h1_r2a_4b	1231299072	5b723b39c9b298453157cd760e1ad66a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019091/SRR019091.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019091/SRR019091.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019091/SRR019091.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019092	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3015_h1_r2a_5b	1268406402	c100c6d1fffa4d280a1908e595ab3839	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019092/SRR019092.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019092/SRR019092.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019092/SRR019092.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019093	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3015_h1_r2a_6b	1244373227	94d5db4084b6c3489823f9bbd40bfa02	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019093/SRR019093.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019093/SRR019093.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019093/SRR019093.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019094	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3015_h1_r2a_7b	1280697100	c817e4f3e707b9d827e4e9cec0343982	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019094/SRR019094.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019094/SRR019094.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019094/SRR019094.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019095	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3016_h1_r2a_1b	850838202	132766465f3d26db39580cac37920313	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019095/SRR019095.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019095/SRR019095.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019095/SRR019095.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019096	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3016_h1_r2a_2b	881887273	d2a3eb985d487ab15c4a263d0a1e74eb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019096/SRR019096.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019096/SRR019096.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019096/SRR019096.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019097	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3016_h1_r2a_3b	895889435	e7c49a382415e75621134d379cfdee31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019097/SRR019097.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019097/SRR019097.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019097/SRR019097.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019098	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3016_h1_r2a_4b	854258965	c17d0a4ebcfa02239e4f84410f90b46c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019098/SRR019098.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019098/SRR019098.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019098/SRR019098.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019099	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3016_h1_r2a_5b	882620306	b4f8caa8c9cfad093ab569a96cb4894e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019099/SRR019099.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019099/SRR019099.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019099/SRR019099.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019100	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3016_h1_r2a_6b	864949372	3df6c616361bb46f4956b3f30b212812	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019100/SRR019100.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019100/SRR019100.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019100/SRR019100.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019101	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_3016_h1_r2a_7b	923509122	4cddbc7328fa26a557360d94d6c02a99	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019101/SRR019101.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019101/SRR019101.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019101/SRR019101.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019102	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_4003_h1_r2a_1b	950355880	e39ce4f1569e12beb5c467fb8840a977	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019102/SRR019102.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019102/SRR019102.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019102/SRR019102.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019103	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_4003_h1_r2a_2b	1000426697	c11b45a06999e16e897f9e9c77d13f40	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019103/SRR019103.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019103/SRR019103.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019103/SRR019103.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019104	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_4003_h1_r2a_3b	1034288183	07dfa931518bbfc6e10802baea21aedc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019104/SRR019104.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019104/SRR019104.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019104/SRR019104.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019105	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_4003_h1_r2a_4b	968049742	1f86e468fbf66c15fb6a512758124b01	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019105/SRR019105.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019105/SRR019105.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019105/SRR019105.fastq.gz	H1_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00004462	SRS004213	SRX006239	SRR019106	ILLUMINA	Illumina Genome Analyzer II	methylC-seq_h1_r2a	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina Genome Analyzer II sequencing; Whole genome shotgun bisulfite sequencing of the H1 cell line	UCSD Human Reference Epigenome Mapping Project	methylC-seq_h1_r2a	methylC-seq_4003_h1_r2a_5b	937023407	d7ce16602c3bfeea52e2f4524aa3d8e3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019106/SRR019106.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR019/SRR019106/SRR019106.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR019/SRR019106/SRR019106.fastq.gz	H1_r2	Generic sample from Homo sapiens
