File accession	File format	Software used	Encyclopedia Version	Biosample term id	Biosample type	Tissue	Type	Age	Age	Age Units	Organism	Date	Project	md5sum	Assembly	File Status	Derived from	S3 URL	Size
ENCFF356DUT	bed bed3+	candidate Cis-Regulatory Elements	ENCSR191SLI	candidate Cis-Regulatory Elements	ENCODE v4	GM06990	cell line	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	d62d60d51cb349649c82ca672da31555	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/6f9e176a-80a7-49eb-a340-d3ff65f0d92a/ENCFF356DUT.bed.gz	17902160
ENCFF298VXV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR997VOR	candidate Cis-Regulatory Elements	ENCODE v4	iPS-18a	cell line	adult	48	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	50551a6c0d496a69e5f1dc37fa523b3e	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/25/9818cdfc-bfe4-48b7-8bee-a8b9e97a6d1a/ENCFF298VXV.bed.gz	17915574
ENCFF695HVP	bed bed3+	candidate Cis-Regulatory Elements	ENCSR532XGN	candidate Cis-Regulatory Elements	ENCODE v4	neural stem progenitor cell	in vitro differentiated cells	embryonic			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	17d9fce6e431208465f0fcc6d354565a	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/728d6c4b-6c11-4d93-bd73-d1b707a6ec85/ENCFF695HVP.bed.gz	17947490
ENCFF333UNI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR365MCI	candidate Cis-Regulatory Elements	ENCODE v4	ectodermal cell	in vitro differentiated cells	embryonic			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	0e9812331aada10ba58549c400fa3f29	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/25/0f87709c-0545-445d-a036-cb37dfe8233a/ENCFF333UNI.bed.gz	17896220
ENCFF312HUW	bed bed3+	candidate Cis-Regulatory Elements	ENCSR019RMZ	candidate Cis-Regulatory Elements	ENCODE v4	"CD4-positive, alpha-beta memory T cell"	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	6bd42ac5dd05ea226bdfef19b1135da7	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/25/6333614c-a39e-4f52-95b0-7d2fb1aff267/ENCFF312HUW.bed.gz	17901634
ENCFF252GRI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR175ZYT	candidate Cis-Regulatory Elements	ENCODE v4	HepG2	cell line	young adult	15	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	9ec69b600a78986e8c2f46ee6699b1f2	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/3c3e02f4-555d-4f7d-b38d-df9f4b2b3427/ENCFF252GRI.bed.gz	17975577
ENCFF350ZFZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR317BRH	candidate Cis-Regulatory Elements	ENCODE v4	"CD4-positive, alpha-beta memory T cell"	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	6bd90050e1e9cd404ec2d48d2d97ff00	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/25/39328600-e2da-4676-ad7d-cb9ca8da1686/ENCFF350ZFZ.bed.gz	17901866
ENCFF967GBQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR909VZH	candidate Cis-Regulatory Elements	ENCODE v4	neural cell	in vitro differentiated cells	embryonic			Homo sapiens	8/30/17	"Zhiping Weng, UMass"	2294f0304f46501d7041be9fdb8ee77a	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/8b59563d-fb48-41c5-b842-6e3281fd9567/ENCFF967GBQ.bed.gz	17914236
ENCFF861OLF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR116KLK	candidate Cis-Regulatory Elements	ENCODE v4	renal pelvis	tissue	embryonic	91	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	915e9cac2856b710e3bf687aea5f72e5	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/f789e053-cf8f-4800-80cf-df24068e7978/ENCFF861OLF.bed.gz	17986832
ENCFF626KLW	bed bed3+	candidate Cis-Regulatory Elements	ENCSR360YTE	candidate Cis-Regulatory Elements	ENCODE v4	large intestine	tissue	embryonic	108	day	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	e963b7b8ecfac2977478c466b23459a9	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/5b09fa22-6ccb-4a79-8253-f874ae1b2cbb/ENCFF626KLW.bed.gz	17899035
ENCFF957ZEH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR720HLO	candidate Cis-Regulatory Elements	ENCODE v4	large intestine	tissue	embryonic	108	day	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	8f5f02ed3686562d9a7136efb54aa775	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/f93c6b86-35c8-474c-8e26-b1dd2ceb103b/ENCFF957ZEH.bed.gz	17940317
ENCFF692UHV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR454NMW	candidate Cis-Regulatory Elements	ENCODE v4	sigmoid colon	tissue	adult	53	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	eec4e901b11cac1559b06c92410e0c55	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/55661507-2d0a-428a-afef-803d985bf5d3/ENCFF692UHV.bed.gz	17933395
ENCFF279CNN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR746EFY	candidate Cis-Regulatory Elements	ENCODE v4	GM23248	cell line	adult	53	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	c95f9c3e28b191a666632a6373f6cb3b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/035baf8a-ce1c-4351-8d20-715819a36fcf/ENCFF279CNN.bed.gz	18103371
ENCFF842GGD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR424ZOT	candidate Cis-Regulatory Elements	ENCODE v4	body of pancreas	tissue	adult	37	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	b3ec046d57bdc0f2ae64b2d05a8bbf83	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/3dfa6521-e2ea-4ca2-8b2d-010ba434aa75/ENCFF842GGD.bed.gz	17931605
ENCFF013GRB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR970ICP	candidate Cis-Regulatory Elements	ENCODE v4	renal pelvis	tissue	embryonic	127	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	e2ccb37c8e2d237571b3a66dbe1e8a39	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/28477b44-78c8-4e6f-b094-de4a903a050b/ENCFF013GRB.bed.gz	17983085
ENCFF492HOC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR654NEE	candidate Cis-Regulatory Elements	ENCODE v4	colonic mucosa	tissue	adult	73	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	0afd7000b4aa93475c2f56db4564bb45	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/87336f55-3c7e-4756-97a3-d578141ce10e/ENCFF492HOC.bed.gz	17980334
ENCFF648UWH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR438GGH	candidate Cis-Regulatory Elements	ENCODE v4	neurosphere	primary cell	embryonic	17	week	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	42c311e0a999e0004b24c68388efc7a2	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/5959ab87-5c42-44b8-82dc-0fc037eabe28/ENCFF648UWH.bed.gz	17924656
ENCFF525XJX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR349QBH	candidate Cis-Regulatory Elements	ENCODE v4	bipolar neuron	in vitro differentiated cells	adult	53	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	8c7157c111a269bf289a654115628371	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/ced0656c-c544-4752-9a84-34fcdf7ab76f/ENCFF525XJX.bed.gz	17946538
ENCFF594PVG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR688YEX	candidate Cis-Regulatory Elements	ENCODE v4	right lung	tissue	embryonic	87	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	1e40ba1f9cc589f89035a2eb63448a1b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/b9a6820f-36e9-4c2b-bd46-0157891f240f/ENCFF594PVG.bed.gz	18027147
ENCFF378BQG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR825VAW	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of mammary gland	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	0bad69b831b38a7accaefc49c786242d	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/bf8a44db-5e39-4d7d-ad2a-4659eb577a86/ENCFF378BQG.bed.gz	17946877
ENCFF687WJR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR158EED	candidate Cis-Regulatory Elements	ENCODE v4	skeletal muscle myoblast	primary cell	adult	22	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	80635bdcb9a2ecf7c86b112517628f80	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/07/10/0a9e0660-fdae-46a2-be0e-8f503305a79f/ENCFF687WJR.bed.gz	17963695
ENCFF049HHD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR418VAT	candidate Cis-Regulatory Elements	ENCODE v4	LNCaP clone FGC	cell line	adult	50	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	5e9a7c7ad9b3ab670e1a1566677f0c4b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/9a839d1a-f614-46e8-8512-642337d79970/ENCFF049HHD.bed.gz	18017499
ENCFF033NEB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR830SSU	candidate Cis-Regulatory Elements	ENCODE v4	GM12869	cell line	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	dc7ae09789a18e1d97abfffbc82cb4b8	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/33c45496-a059-474a-9dcc-5dc059d87d9d/ENCFF033NEB.bed.gz	17957271
ENCFF045XWF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR622RSG	candidate Cis-Regulatory Elements	ENCODE v4	A673	cell line	unknown	15	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	033e1eaf5455cff53e03f8af5a148023	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/c52e6723-e0d9-44f5-acb4-6aed992fd0c8/ENCFF045XWF.bed.gz	17866880
ENCFF952CXM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR212XWK	candidate Cis-Regulatory Elements	ENCODE v4	colonic mucosa	tissue	adult	73	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	1a612518a3f34f67a481e11966e6dae3	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/ddf3bfb8-175f-43d4-8a86-f0a34d4ea740/ENCFF952CXM.bed.gz	17923440
ENCFF487SHX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR340PZW	candidate Cis-Regulatory Elements	ENCODE v4	stomach	tissue	embryonic	96	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	6c3bbd9d6ba618169c8e6c62d995a8c6	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/3c59c247-b216-41d9-91d8-3258617a4ff9/ENCFF487SHX.bed.gz	17987321
ENCFF268IIL	bed bed3+	candidate Cis-Regulatory Elements	ENCSR315ZCO	candidate Cis-Regulatory Elements	ENCODE v4	heart	tissue	embryonic	59	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	54495ce3362bf2b66d601db0ec788caf	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/bc39426e-e62a-4d56-8855-0f5e42510a8e/ENCFF268IIL.bed.gz	18006860
ENCFF663AMF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR763PRN	candidate Cis-Regulatory Elements	ENCODE v4	skin fibroblast	primary cell	young adult	10	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	4dcdbaa69afd730a17d3eb1302fd2ccc	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/a1e7c270-5760-454b-9f73-309c54fe04dd/ENCFF663AMF.bed.gz	18044633
ENCFF770LRR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR510ZWZ	candidate Cis-Regulatory Elements	ENCODE v4	kidney	tissue	embryonic	85	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	5dd2b965c7b911050d5826358c3ed62c	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/f8fe42a4-efb1-46fa-a7d5-f243b912e110/ENCFF770LRR.bed.gz	17988600
ENCFF390SFK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR924AXG	candidate Cis-Regulatory Elements	ENCODE v4	D721Med	cell line	young adult	2	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	d79060f09fec029bc59a83de5ff2b24e	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/591d4f9d-0a41-4bf1-820e-eb761f5099e4/ENCFF390SFK.bed.gz	17940758
ENCFF223XME	bed bed3+	candidate Cis-Regulatory Elements	ENCSR311CWP	candidate Cis-Regulatory Elements	ENCODE v4	brain	tissue	embryonic	72	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	1ccd7a2839d2282c07ea93cd2176e495	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/830ab95e-f212-4766-930f-eaffdd579d9b/ENCFF223XME.bed.gz	18038219
ENCFF823FZA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR589XEA	candidate Cis-Regulatory Elements	ENCODE v4	spinal cord	tissue	embryonic	59	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	8bbcc16a4c2f4d18d28b860bf1c2ed55	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/fb8be67d-b584-42a3-ad59-310777051aa9/ENCFF823FZA.bed.gz	18038686
ENCFF398HIB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR663JDK	candidate Cis-Regulatory Elements	ENCODE v4	heart	tissue	embryonic	116	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	80922be413fe0268a614f252199469e1	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/3d3af00a-fa45-4f21-8ef9-f33d5b24162f/ENCFF398HIB.bed.gz	18010385
ENCFF393QYW	bed bed3+	candidate Cis-Regulatory Elements	ENCSR388KCY	candidate Cis-Regulatory Elements	ENCODE v4	kidney	tissue	embryonic	85	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	0b77e7b259d64287be70c7126470e913	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/a710cd1d-16f2-442a-afd8-03572a5b9e5b/ENCFF393QYW.bed.gz	18018795
ENCFF561CDY	bed bed3+	candidate Cis-Regulatory Elements	ENCSR273SNR	candidate Cis-Regulatory Elements	ENCODE v4	right renal pelvis	tissue	embryonic	105	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	67abb1ee25768451d9bbcd1937eddfb3	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/3df751df-48ef-4b94-a9d1-188ed011cc1f/ENCFF561CDY.bed.gz	18001059
ENCFF219CYF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR103SSD	candidate Cis-Regulatory Elements	ENCODE v4	hepatocyte	in vitro differentiated cells	embryonic	5	day	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	d2446339cce9c7af2ae51a25fc8647a2	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/24cf97f5-1f28-4850-94b2-d42147bc55b8/ENCFF219CYF.bed.gz	17945971
ENCFF228TJV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR872FTC	candidate Cis-Regulatory Elements	ENCODE v4	thymus	tissue	young adult	3	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	1c40372a9b8bece1a8634c1fad4b0d42	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/499dae5c-f2da-4b13-81d3-57fa24d2b966/ENCFF228TJV.bed.gz	17899377
ENCFF849FSP	bed bed3+	candidate Cis-Regulatory Elements	ENCSR559KSI	candidate Cis-Regulatory Elements	ENCODE v4	heart right ventricle	tissue	young adult	3	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	2276dc604c232c025a38149bc016788e	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/afbcbdea-7bbc-447e-b348-b38a25084c5a/ENCFF849FSP.bed.gz	17960546
ENCFF778WQF	bed bed3+	candidate Cis-Regulatory Elements	ENCSR982ZRW	candidate Cis-Regulatory Elements	ENCODE v4	pulmonary artery endothelial cell	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	f5d3b3a27281ca65ae26370494fb6f95	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/d5eb72ee-c095-45b4-9cbf-cc5bf2e29f66/ENCFF778WQF.bed.gz	17971746
ENCFF891XRQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR875AST	candidate Cis-Regulatory Elements	ENCODE v4	NB4	cell line	adult	23	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	bae4b34a7d887450912963359588b461	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/07/10/b95f8720-7b4a-4135-82ff-d872c117e7f6/ENCFF891XRQ.bed.gz	17946957
ENCFF614NGI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR878ORW	candidate Cis-Regulatory Elements	ENCODE v4	lung	tissue	embryonic	120	day	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	719905744477dcb73f9487c8b9777e7d	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/429a9f0e-772f-4316-81b4-1a34b8a83840/ENCFF614NGI.bed.gz	17909470
ENCFF925AZH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR913GLL	candidate Cis-Regulatory Elements	ENCODE v4	MM.1S	cell line	adult	42	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	cfe0db7ae895ebb008e6d7d1af74b65c	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/85e328d6-4ad5-4102-8765-1ea1f41b548d/ENCFF925AZH.bed.gz	17903743
ENCFF894SQA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR536HJI	candidate Cis-Regulatory Elements	ENCODE v4	MM.1S	cell line	adult	42	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	d31024f37448ef9e232e887c5b8519a8	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/766b85a1-c76f-48fc-a97e-e9545c30cb4b/ENCFF894SQA.bed.gz	17983462
ENCFF301WZL	bed bed3+	candidate Cis-Regulatory Elements	ENCSR038FOT	candidate Cis-Regulatory Elements	ENCODE v4	mucosa of rectum	tissue	adult	61	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	aab17e06750b5f655978ca7bed80afce	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/3e8d24c6-8217-428a-a7a3-159c6ddb45f2/ENCFF301WZL.bed.gz	17927559
ENCFF217LSR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR501ZTH	candidate Cis-Regulatory Elements	ENCODE v4	uterus	tissue	adult	51	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	a39cf59de08beed730b715a4c9424c8d	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/5bee33b5-5f42-4883-b26e-8a4b1b90962d/ENCFF217LSR.bed.gz	17949718
ENCFF650SYS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR376RMA	candidate Cis-Regulatory Elements	ENCODE v4	KMS-11	cell line	adult	67	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	380197598daf624cbafdc347e314f15c	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/32104de3-9c2c-476e-8705-3c5e540986b4/ENCFF650SYS.bed.gz	17907772
ENCFF173WWS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR647AAA	candidate Cis-Regulatory Elements	ENCODE v4	Panc1	cell line	unknown	56	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	1cefb30d96ce471c7742c9b605ebccc7	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/1bacd723-613f-4d73-a7cc-c6bfd23e920b/ENCFF173WWS.bed.gz	17903502
ENCFF671BQT	bed bed3+	candidate Cis-Regulatory Elements	ENCSR757KGI	candidate Cis-Regulatory Elements	ENCODE v4	Panc1	cell line	unknown	56	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	61a0cf35cf92c9cd780f011f0f537cc2	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/7cb29c8e-e599-4a15-b5ad-458230556274/ENCFF671BQT.bed.gz	18000419
ENCFF676CWX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR653LIF	candidate Cis-Regulatory Elements	ENCODE v4	GM10248	cell line	unknown	32	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	90d937d3f5ac52962c0675063416f9d1	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/2f6dea38-1eea-4126-8db3-098803f4be21/ENCFF676CWX.bed.gz	17938032
ENCFF975RTN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR942MYI	candidate Cis-Regulatory Elements	ENCODE v4	pancreas	tissue	adult	60	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	d7173d1caa161235d389a42b1b97f72d	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/2cb52c96-f305-4214-b83e-764f07684b25/ENCFF975RTN.bed.gz	17888749
ENCFF225VQM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR339FQH	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of lung	primary cell	embryonic	12	week	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	bb36e19cc1a7ed7be1e75d1837644e2b	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/97f36a97-2603-4632-8284-bc2b4fbdb195/ENCFF225VQM.bed.gz	17916712
ENCFF827RVT	bed bed3+	candidate Cis-Regulatory Elements	ENCSR980GLG	candidate Cis-Regulatory Elements	ENCODE v4	placenta	tissue	embryonic	113	day	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	2a9823c09b49a4b6cbef6986b6a8e680	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/5bc16083-5265-4803-919b-b1203f0f95e8/ENCFF827RVT.bed.gz	18016276
ENCFF046UGP	bed bed3+	candidate Cis-Regulatory Elements	ENCSR780BRT	candidate Cis-Regulatory Elements	ENCODE v4	iPS-15b	cell line	adult	48	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	b54d95962d995a8ee8b7875c8f565e22	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/92eeea48-05f1-4600-bcbb-3672eb401a33/ENCFF046UGP.bed.gz	17921059
ENCFF090GXY	bed bed3+	candidate Cis-Regulatory Elements	ENCSR820OAU	candidate Cis-Regulatory Elements	ENCODE v4	IMR-90	cell line	embryonic	16	week	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	f60faea7bce135757b125d27b704edde	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/3fd2f08a-fb41-4813-ab8a-df1ce9fc6487/ENCFF090GXY.bed.gz	17955001
ENCFF304TXK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR501APS	candidate Cis-Regulatory Elements	ENCODE v4	gastrocnemius medialis	tissue	adult	54	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	3d7535e0850c09eac38d3e5739301431	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/b7dcef40-fc4c-4ff1-83af-4bdb2e36bfdc/ENCFF304TXK.bed.gz	17911312
ENCFF548MOQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR601ZJE	candidate Cis-Regulatory Elements	ENCODE v4	skeletal muscle cell	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	05ad594943de920154502b20ef0943c0	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/42ccfe8b-3107-46bb-bde6-2028917353ff/ENCFF548MOQ.bed.gz	17907208
ENCFF024GOE	bed bed3+	candidate Cis-Regulatory Elements	ENCSR916HHM	candidate Cis-Regulatory Elements	ENCODE v4	stomach	tissue	embryonic	101	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	6fe48623fb195e19d783f724bff78568	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/2d29ee7d-3d4f-4809-952d-af6c69b029c4/ENCFF024GOE.bed.gz	17973399
ENCFF338YSD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR860IMW	candidate Cis-Regulatory Elements	ENCODE v4	lung	tissue	embryonic	108	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	18b6ec914b424ec7f4b31c13c1ba9347	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/26d4f6a0-e4a3-486e-a675-70cd35299d90/ENCFF338YSD.bed.gz	17991699
ENCFF116QKX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR023VHI	candidate Cis-Regulatory Elements	ENCODE v4	left renal cortex interstitium	tissue	embryonic	105	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	64a24ce5e532c99a53476cb69a1c4d1b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/09b44f0d-f63a-4a83-8f46-468a34f343f0/ENCFF116QKX.bed.gz	18005615
ENCFF298SDR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR809ITA	candidate Cis-Regulatory Elements	ENCODE v4	trophoblast cell	primary cell	embryonic	40	week	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	8de886453f0904a3ffdb46b68f2b37ae	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/0df05f27-6870-41d4-a265-3b8590deeae7/ENCFF298SDR.bed.gz	17914905
ENCFF821XFX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR390VDS	candidate Cis-Regulatory Elements	ENCODE v4	renal pelvis	tissue	embryonic	113	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	b18d206ff088a76e958642a67570f001	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/14d69fa9-39cb-42d5-94b4-82762c9288b1/ENCFF821XFX.bed.gz	17991100
